"SEQ","JFAGY code","Allergen Term（JP）","Furigana（JP）","Allergen Term（EN）","Level","Main 100","Clinical Guideline","変更区分","収載日","終了日"
"6621","YCM2149046F2143","イルベサルタン錠１００ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6622","YCM2149046F2151","イルベサルタン錠１００ｍｇ「ＫＭＰ」","","","","","","1","00000000","00000000"
"6623","YCM2149046F3018","イルベサルタン２００ｍｇ錠","","","","","","1","00000000","00000000"
"6624","YCM2149046F3026","アバプロ錠２００ｍｇ","","","","","","1","00000000","00000000"
"6625","YCM2149046F3034","イルベタン錠２００ｍｇ","","","","","","1","00000000","00000000"
"6626","YCM2149046F3042","イルベサルタン錠２００ｍｇ「ＤＳＰＢ」","","","","","","1","00000000","00000000"
"6627","YCM2149046F3050","イルベサルタン錠２００ｍｇ「ＥＥ」","","","","","","1","00000000","20210531"
"6628","YCM2149046F3069","イルベサルタン錠２００ｍｇ「ＫＮ」","","","","","","1","00000000","20210531"
"6629","YCM2149046F3077","イルベサルタン錠２００ｍｇ「オーハラ」","","","","","","1","00000000","00000000"
"6630","YCM2149046F3085","イルベサルタン錠２００ｍｇ「共創未来」","","","","","","1","00000000","20240331"
"6631","YCM2149046F3093","イルベサルタン錠２００ｍｇ「ケミファ」","","","","","","1","00000000","00000000"
"6632","YCM2149046F3107","イルベサルタン錠２００ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6633","YCM2149046F3115","イルベサルタン錠２００ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6634","YCM2149046F3123","イルベサルタン錠２００ｍｇ「日医工」","","","","","","1","00000000","00000000"
"6635","YCM2149046F3131","イルベサルタン錠２００ｍｇ「ニプロ」","","","","","","1","00000000","00000000"
"6636","YCM2149046F3140","イルベサルタン錠２００ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6637","YCM2149046F3158","イルベサルタン錠２００ｍｇ「ＫＭＰ」","","","","","","1","00000000","00000000"
"6638","YCM2149046F4014","イルベサルタン５０ｍｇ口腔内崩壊錠","","","","","","1","00000000","00000000"
"6639","YCM2149046F4022","イルベサルタンＯＤ錠５０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6640","YCM2149046F4030","イルベサルタンＯＤ錠５０ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6641","YCM2149046F4049","イルベサルタンＯＤ錠５０ｍｇ「オーハラ」","","","","","","1","00000000","00000000"
"6642","YCM2149046F5029","イルベサルタンＯＤ錠１００ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6643","YCM2149046F5037","イルベサルタンＯＤ錠１００ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6644","YCM2149046F5045","イルベサルタンＯＤ錠１００ｍｇ「オーハラ」","","","","","","1","00000000","00000000"
"6645","YCM2149046F6025","イルベサルタンＯＤ錠２００ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6646","YCM2149046F6033","イルベサルタンＯＤ錠２００ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6647","YCM2149046F6041","イルベサルタンＯＤ錠２００ｍｇ「オーハラ」","","","","","","1","00000000","00000000"
"6648","YCM2149047F1028","ラジレス錠１５０ｍｇ","","","","","","1","00000000","00000000"
"6649","YCM2149048D1021","アジルバ顆粒１％","","","","","","1","00000000","00000000"
"6650","YCM2149048F1022","アジルバ錠２０ｍｇ","","","","","","1","00000000","00000000"
"6651","YCM2149048F1030","アジルサルタン錠２０ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6652","YCM2149048F1049","アジルサルタン錠２０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6653","YCM2149048F1057","アジルサルタン錠２０ｍｇ「サンド」","","","","","","1","00000000","00000000"
"6654","YCM2149048F1065","アジルサルタン錠２０ｍｇ「武田テバ」","","","","","","1","00000000","00000000"
"6655","YCM2149048F1073","アジルサルタン錠２０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6656","YCM2149048F1081","アジルサルタン錠２０ｍｇ「ニプロ」","","","","","","1","00000000","00000000"
"6657","YCM2149048F1090","アジルサルタン錠２０ｍｇ「ＴＣＫ」","","","","","","1","20240715","00000000"
"6658","YCM2149048F2029","アジルバ錠４０ｍｇ","","","","","","1","00000000","00000000"
"6659","YCM2149048F2037","アジルサルタン錠４０ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6660","YCM2149048F2045","アジルサルタン錠４０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6661","YCM2149048F2053","アジルサルタン錠４０ｍｇ「サンド」","","","","","","1","00000000","00000000"
"6662","YCM2149048F2061","アジルサルタン錠４０ｍｇ「武田テバ」","","","","","","1","00000000","00000000"
"6663","YCM2149048F2070","アジルサルタン錠４０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6664","YCM2149048F2088","アジルサルタン錠４０ｍｇ「ニプロ」","","","","","","1","00000000","00000000"
"6665","YCM2149048F2096","アジルサルタン錠４０ｍｇ「ＴＣＫ」","","","","","","1","20240715","00000000"
"6666","YCM2149048F3025","アジルバ錠１０ｍｇ","","","","","","1","00000000","00000000"
"6667","YCM2149048F3033","アジルサルタン錠１０ｍｇ「ＪＧ」","","","","","","1","00000000","00000000"
"6668","YCM2149048F3041","アジルサルタン錠１０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6669","YCM2149048F3050","アジルサルタン錠１０ｍｇ「サンド」","","","","","","1","00000000","00000000"
"6670","YCM2149048F3068","アジルサルタン錠１０ｍｇ「武田テバ」","","","","","","1","00000000","00000000"
"6671","YCM2149048F3076","アジルサルタン錠１０ｍｇ「トーワ」","","","","","","1","00000000","00000000"
"6672","YCM2149048F3084","アジルサルタン錠１０ｍｇ「ニプロ」","","","","","","1","00000000","00000000"
"6673","YCM2149048F3092","アジルサルタン錠１０ｍｇ「ＴＣＫ」","","","","","","1","20240715","00000000"
"6674","YCM2149048F4021","アジルサルタンＯＤ錠１０ｍｇ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6675","YCM2149048F4030","アジルサルタンＯＤ錠１０ｍｇ「杏林」","","","","","","1","00000000","00000000"
"6676","YCM2149048F4048","アジルサルタンＯＤ錠１０ｍｇ「ケミファ」","","","","","","1","00000000","00000000"
"6677","YCM2149048F4056","アジルサルタンＯＤ錠１０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6678","YCM2149048F4064","アジルサルタンＯＤ錠１０ｍｇ「日新」","","","","","","1","00000000","00000000"
"6679","YCM2149048F4072","アジルサルタンＯＤ錠１０ｍｇ「フェルゼン」","","","","","","1","00000000","00000000"
"6680","YCM2149048F4080","アジルサルタンＯＤ錠１０ｍｇ「明治」","","","","","","1","00000000","00000000"
"6681","YCM2149048F5028","アジルサルタンＯＤ錠２０ｍｇ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6682","YCM2149048F5036","アジルサルタンＯＤ錠２０ｍｇ「杏林」","","","","","","1","00000000","00000000"
"6683","YCM2149048F5044","アジルサルタンＯＤ錠２０ｍｇ「ケミファ」","","","","","","1","00000000","00000000"
"6684","YCM2149048F5052","アジルサルタンＯＤ錠２０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6685","YCM2149048F5060","アジルサルタンＯＤ錠２０ｍｇ「日新」","","","","","","1","00000000","00000000"
"6686","YCM2149048F5079","アジルサルタンＯＤ錠２０ｍｇ「フェルゼン」","","","","","","1","00000000","00000000"
"6687","YCM2149048F5087","アジルサルタンＯＤ錠２０ｍｇ「明治」","","","","","","1","00000000","00000000"
"6688","YCM2149048F6024","アジルサルタンＯＤ錠４０ｍｇ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6689","YCM2149048F6032","アジルサルタンＯＤ錠４０ｍｇ「杏林」","","","","","","1","00000000","00000000"
"6690","YCM2149048F6040","アジルサルタンＯＤ錠４０ｍｇ「ケミファ」","","","","","","1","00000000","00000000"
"6691","YCM2149048F6059","アジルサルタンＯＤ錠４０ｍｇ「サワイ」","","","","","","1","00000000","00000000"
"6692","YCM2149048F6067","アジルサルタンＯＤ錠４０ｍｇ「日新」","","","","","","1","00000000","00000000"
"6693","YCM2149048F6075","アジルサルタンＯＤ錠４０ｍｇ「フェルゼン」","","","","","","1","00000000","00000000"
"6694","YCM2149048F6083","アジルサルタンＯＤ錠４０ｍｇ「明治」","","","","","","1","00000000","00000000"
"6695","YCM2149049F1027","ミネブロ錠１．２５ｍｇ","","","","","","1","00000000","00000000"
"6696","YCM2149049F2023","ミネブロ錠２．５ｍｇ","","","","","","1","00000000","00000000"
"6697","YCM2149049F3020","ミネブロ錠５ｍｇ","","","","","","1","00000000","00000000"
"6698","YCM2149049F4026","ミネブロＯＤ錠１．２５ｍｇ","","","","","","1","00000000","00000000"
"6699","YCM2149049F5022","ミネブロＯＤ錠２．５ｍｇ","","","","","","1","00000000","00000000"
"6700","YCM2149049F6029","ミネブロＯＤ錠５ｍｇ","","","","","","1","00000000","00000000"
"6701","YCM2149103F1031","ベハイドＲＡ配合錠","","","","","","1","00000000","20210331"
"6702","YCM2149110F1015","ロサルタンカリウム・ヒドロクロロチアジドＬＤ錠","","","","","","1","00000000","20240331"
"6703","YCM2149110F1040","プレミネント配合錠ＬＤ","","","","","","1","00000000","00000000"
"6704","YCM2149110F1066","ロサルヒド配合錠ＬＤ「ＤＫ」","","","","","","1","00000000","20230331"
"6705","YCM2149110F1074","ロサルヒド配合錠ＬＤ「ＥＥ」","","","","","","1","00000000","20230331"
"6706","YCM2149110F1082","ロサルヒド配合錠ＬＤ「ＥＰ」","","","","","","1","00000000","00000000"
"6707","YCM2149110F1090","ロサルヒド配合錠ＬＤ「ＦＦＰ」","","","","","","1","00000000","00000000"
"6708","YCM2149110F1104","ロサルヒド配合錠ＬＤ「ＪＧ」","","","","","","1","00000000","00000000"
"6709","YCM2149110F1112","ロサルヒド配合錠ＬＤ「ＫＮ」","","","","","","1","00000000","20230331"
"6710","YCM2149110F1120","ロサルヒド配合錠ＬＤ「ＫＯ」","","","","","","1","00000000","20230331"
"6711","YCM2149110F1147","ロサルヒド配合錠ＬＤ「ＳＮ」","","","","","","1","00000000","20230331"
"6712","YCM2149110F1155","ロサルヒド配合錠ＬＤ「ＴＣＫ」","","","","","","1","00000000","00000000"
"6713","YCM2149110F1163","ロサルヒド配合錠ＬＤ「ＹＤ」","","","","","","1","00000000","00000000"
"6714","YCM2149110F1171","ロサルヒド配合錠ＬＤ「アメル」","","","","","","1","00000000","00000000"
"6715","YCM2149110F1180","ロサルヒド配合錠ＬＤ「科研」","","","","","","1","00000000","00000000"
"6716","YCM2149110F1198","ロサルヒド配合錠ＬＤ「杏林」","","","","","","1","00000000","00000000"
"6717","YCM2149110F1201","ロサルヒド配合錠ＬＤ「ケミファ」","","","","","","1","00000000","00000000"
"6718","YCM2149110F1210","ロサルヒド配合錠ＬＤ「サワイ」","","","","","","1","00000000","00000000"
"6719","YCM2149110F1228","ロサルヒド配合錠ＬＤ「サンド」","","","","","","1","00000000","00000000"
"6720","YCM2149110F1236","ロサルヒド配合錠ＬＤ「三和」","","","","","","1","00000000","00000000"
"6721","YCM2149110F1244","ロサルヒド配合錠ＬＤ「タカタ」","","","","","","1","00000000","20240331"
"6722","YCM2149110F1252","ロサルヒド配合錠ＬＤ「タナベ」","","","","","","1","00000000","20240331"
"6723","YCM2149110F1260","ロサルヒド配合錠ＬＤ「ツルハラ」","","","","","","1","00000000","00000000"
"6724","YCM2149110F1279","ロサルヒド配合錠ＬＤ「トーワ」","","","","","","1","00000000","00000000"
"6725","YCM2149110F1287","ロサルヒド配合錠ＬＤ「日医工」","","","","","","1","00000000","00000000"
"6726","YCM2149110F1295","ロサルヒド配合錠ＬＤ「日新」","","","","","","1","00000000","00000000"
"6727","YCM2149110F1309","ロサルヒド配合錠ＬＤ「ニプロ」","","","","","","1","00000000","00000000"
"6728","YCM2149110F1317","ロサルヒド配合錠ＬＤ「ファイザー」","","","","","","1","00000000","20230331"
"6729","YCM2149110F1325","ロサルヒド配合錠ＬＤ「明治」","","","","","","1","00000000","20240331"
"6730","YCM2149110F1333","ロサルヒド配合錠ＬＤ「モチダ」","","","","","","1","00000000","00000000"
"6731","YCM2149110F1341","ロサルヒド配合錠ＬＤ「テバ」","","","","","","1","00000000","20240331"
"6732","YCM2149110F1350","ロサルヒド配合錠ＬＤ「ＮＰＩ」","","","","","","1","00000000","00000000"
"6733","YCM2149110F1368","ロサルヒド配合錠ＬＤ「ＶＴＲＳ」","","","","","","1","00000000","00000000"
"6734","YCM2149110F1376","ロサルヒド配合錠ＬＤ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6735","YCM2149110F2011","ロサルタンカリウム・ヒドロクロロチアジドＨＤ錠","","","","","","1","00000000","00000000"
"6736","YCM2149110F2020","プレミネント配合錠ＨＤ","","","","","","1","00000000","00000000"
"6737","YCM2149110F2038","ロサルヒド配合錠ＨＤ「ＥＥ」","","","","","","1","00000000","20230331"
"6738","YCM2149110F2046","ロサルヒド配合錠ＨＤ「ＪＧ」","","","","","","1","00000000","00000000"
"6739","YCM2149110F2054","ロサルヒド配合錠ＨＤ「ＫＮ」","","","","","","1","00000000","20230331"
"6740","YCM2149110F2062","ロサルヒド配合錠ＨＤ「杏林」","","","","","","1","00000000","00000000"
"6741","YCM2149110F2070","ロサルヒド配合錠ＨＤ「三和」","","","","","","1","00000000","00000000"
"6742","YCM2149110F2089","ロサルヒド配合錠ＨＤ「テバ」","","","","","","1","00000000","20240331"
"6743","YCM2149110F2097","ロサルヒド配合錠ＨＤ「ＤＫ」","","","","","","1","00000000","20230331"
"6744","YCM2149110F2100","ロサルヒド配合錠ＨＤ「ＥＰ」","","","","","","1","00000000","00000000"
"6745","YCM2149110F2119","ロサルヒド配合錠ＨＤ「ＦＦＰ」","","","","","","1","00000000","00000000"
"6746","YCM2149110F2127","ロサルヒド配合錠ＨＤ「ＫＯ」","","","","","","1","00000000","20230331"
"6747","YCM2149110F2143","ロサルヒド配合錠ＨＤ「ＳＮ」","","","","","","1","00000000","20230331"
"6748","YCM2149110F2151","ロサルヒド配合錠ＨＤ「ＴＣＫ」","","","","","","1","00000000","00000000"
"6749","YCM2149110F2160","ロサルヒド配合錠ＨＤ「ＹＤ」","","","","","","1","00000000","00000000"
"6750","YCM2149110F2178","ロサルヒド配合錠ＨＤ「アメル」","","","","","","1","00000000","00000000"
"6751","YCM2149110F2186","ロサルヒド配合錠ＨＤ「科研」","","","","","","1","00000000","00000000"
"6752","YCM2149110F2194","ロサルヒド配合錠ＨＤ「ケミファ」","","","","","","1","00000000","00000000"
"6753","YCM2149110F2208","ロサルヒド配合錠ＨＤ「サンド」","","","","","","1","00000000","00000000"
"6754","YCM2149110F2216","ロサルヒド配合錠ＨＤ「タナベ」","","","","","","1","00000000","20240331"
"6755","YCM2149110F2224","ロサルヒド配合錠ＨＤ「ツルハラ」","","","","","","1","00000000","00000000"
"6756","YCM2149110F2232","ロサルヒド配合錠ＨＤ「トーワ」","","","","","","1","00000000","00000000"
"6757","YCM2149110F2240","ロサルヒド配合錠ＨＤ「日医工」","","","","","","1","00000000","00000000"
"6758","YCM2149110F2259","ロサルヒド配合錠ＨＤ「日新」","","","","","","1","00000000","00000000"
"6759","YCM2149110F2267","ロサルヒド配合錠ＨＤ「ニプロ」","","","","","","1","00000000","00000000"
"6760","YCM2149110F2275","ロサルヒド配合錠ＨＤ「明治」","","","","","","1","00000000","20240331"
"6761","YCM2149110F2283","ロサルヒド配合錠ＨＤ「モチダ」","","","","","","1","00000000","00000000"
"6762","YCM2149110F2291","ロサルヒド配合錠ＨＤ「サワイ」","","","","","","1","00000000","00000000"
"6763","YCM2149110F2305","ロサルヒド配合錠ＨＤ「タカタ」","","","","","","1","00000000","20240331"
"6764","YCM2149110F2313","ロサルヒド配合錠ＨＤ「ファイザー」","","","","","","1","00000000","20230331"
"6765","YCM2149110F2321","ロサルヒド配合錠ＨＤ「ＮＰＩ」","","","","","","1","00000000","00000000"
"6766","YCM2149110F2330","ロサルヒド配合錠ＨＤ「ＶＴＲＳ」","","","","","","1","00000000","00000000"
"6767","YCM2149110F2348","ロサルヒド配合錠ＨＤ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6768","YCM2149111F1028","エカード配合錠ＬＤ","","","","","","1","00000000","00000000"
"6769","YCM2149111F1036","カデチア配合錠ＬＤ「あすか」","","","","","","1","00000000","00000000"
"6770","YCM2149111F1044","カデチア配合錠ＬＤ「テバ」","","","","","","1","00000000","00000000"
"6771","YCM2149111F2024","エカード配合錠ＨＤ","","","","","","1","00000000","00000000"
"6772","YCM2149111F2032","カデチア配合錠ＨＤ「あすか」","","","","","","1","00000000","00000000"
"6773","YCM2149111F2040","カデチア配合錠ＨＤ「テバ」","","","","","","1","00000000","00000000"
"6774","YCM2149112F1022","コディオ配合錠ＭＤ","","","","","","1","00000000","00000000"
"6775","YCM2149112F1030","バルヒディオ配合錠ＭＤ「サンド」","","","","","","1","00000000","00000000"
"6776","YCM2149112F1049","バルヒディオ配合錠ＭＤ「テバ」","","","","","","1","00000000","20230930"
"6777","YCM2149112F1057","バルヒディオ配合錠ＭＤ「ＪＧ」","","","","","","1","00000000","00000000"
"6778","YCM2149112F1065","バルヒディオ配合錠ＭＤ「ＴＣＫ」","","","","","","1","00000000","00000000"
"6779","YCM2149112F1073","バルヒディオ配合錠ＭＤ「サワイ」","","","","","","1","00000000","00000000"
"6780","YCM2149112F1081","バルヒディオ配合錠ＭＤ「タナベ」","","","","","","1","00000000","20240331"
"6781","YCM2149112F1090","バルヒディオ配合錠ＭＤ「ツルハラ」","","","","","","1","00000000","00000000"
"6782","YCM2149112F1103","バルヒディオ配合錠ＭＤ「トーワ」","","","","","","1","00000000","00000000"
"6783","YCM2149112F1111","バルヒディオ配合錠ＭＤ「日医工」","","","","","","1","00000000","20240331"
"6784","YCM2149112F1120","バルヒディオ配合錠ＭＤ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6785","YCM2149112F2029","コディオ配合錠ＥＸ","","","","","","1","00000000","00000000"
"6786","YCM2149112F2037","バルヒディオ配合錠ＥＸ「サンド」","","","","","","1","00000000","00000000"
"6787","YCM2149112F2045","バルヒディオ配合錠ＥＸ「テバ」","","","","","","1","00000000","20230930"
"6788","YCM2149112F2053","バルヒディオ配合錠ＥＸ「ＪＧ」","","","","","","1","00000000","00000000"
"6789","YCM2149112F2061","バルヒディオ配合錠ＥＸ「ＴＣＫ」","","","","","","1","00000000","00000000"
"6790","YCM2149112F2070","バルヒディオ配合錠ＥＸ「サワイ」","","","","","","1","00000000","00000000"
"6791","YCM2149112F2088","バルヒディオ配合錠ＥＸ「タナベ」","","","","","","1","00000000","20240331"
"6792","YCM2149112F2096","バルヒディオ配合錠ＥＸ「ツルハラ」","","","","","","1","00000000","00000000"
"6793","YCM2149112F2100","バルヒディオ配合錠ＥＸ「トーワ」","","","","","","1","00000000","00000000"
"6794","YCM2149112F2118","バルヒディオ配合錠ＥＸ「日医工」","","","","","","1","00000000","20240331"
"6795","YCM2149112F2126","バルヒディオ配合錠ＥＸ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6796","YCM2149113F1019","テルミサルタン・ヒドロクロロチアジドＡＰ錠","","","","","","1","00000000","00000000"
"6797","YCM2149113F1027","ミコンビ配合錠ＡＰ","","","","","","1","00000000","00000000"
"6798","YCM2149113F1035","テルチア配合錠ＡＰ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6799","YCM2149113F1043","テルチア配合錠ＡＰ「サワイ」","","","","","","1","00000000","00000000"
"6800","YCM2149113F1051","テルチア配合錠ＡＰ「武田テバ」","","","","","","1","00000000","20230930"
"6801","YCM2149113F1060","テルチア配合錠ＡＰ「トーワ」","","","","","","1","00000000","00000000"
"6802","YCM2149113F1078","テルチア配合錠ＡＰ「日医工」","","","","","","1","00000000","00000000"
"6803","YCM2149113F1086","テルチア配合錠ＡＰ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6804","YCM2149113F2015","テルミサルタン・ヒドロクロロチアジドＢＰ錠","","","","","","1","00000000","00000000"
"6805","YCM2149113F2023","ミコンビ配合錠ＢＰ","","","","","","1","00000000","00000000"
"6806","YCM2149113F2031","テルチア配合錠ＢＰ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6807","YCM2149113F2040","テルチア配合錠ＢＰ「サワイ」","","","","","","1","00000000","00000000"
"6808","YCM2149113F2058","テルチア配合錠ＢＰ「武田テバ」","","","","","","1","00000000","20230930"
"6809","YCM2149113F2066","テルチア配合錠ＢＰ「トーワ」","","","","","","1","00000000","00000000"
"6810","YCM2149113F2074","テルチア配合錠ＢＰ「日医工」","","","","","","1","00000000","00000000"
"6811","YCM2149113F2082","テルチア配合錠ＢＰ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6812","YCM2149114F1013","バルサルタン・アムロジピンベシル酸塩錠","","","","","","1","00000000","20240331"
"6813","YCM2149114F1021","エックスフォージ配合錠","","","","","","1","00000000","00000000"
"6814","YCM2149114F1030","アムバロ配合錠「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6815","YCM2149114F1048","アムバロ配合錠「ＥＥ」","","","","","","1","00000000","20230331"
"6816","YCM2149114F1056","アムバロ配合錠「ＦＦＰ」","","","","","","1","00000000","00000000"
"6817","YCM2149114F1064","アムバロ配合錠「ＪＧ」","","","","","","1","00000000","00000000"
"6818","YCM2149114F1072","アムバロ配合錠「ＫＮ」","","","","","","1","00000000","20230331"
"6819","YCM2149114F1080","アムバロ配合錠「ＳＮ」","","","","","","1","00000000","20230331"
"6820","YCM2149114F1099","アムバロ配合錠「ＴＣＫ」","","","","","","1","00000000","00000000"
"6821","YCM2149114F1102","アムバロ配合錠「ＹＤ」","","","","","","1","00000000","00000000"
"6822","YCM2149114F1110","アムバロ配合錠「アメル」","","","","","","1","00000000","00000000"
"6823","YCM2149114F1129","アムバロ配合錠「イセイ」","","","","","","1","00000000","20220331"
"6824","YCM2149114F1137","アムバロ配合錠「オーハラ」","","","","","","1","00000000","00000000"
"6825","YCM2149114F1145","アムバロ配合錠「科研」","","","","","","1","00000000","20240331"
"6826","YCM2149114F1153","アムバロ配合錠「杏林」","","","","","","1","00000000","00000000"
"6827","YCM2149114F1161","アムバロ配合錠「ケミファ」","","","","","","1","00000000","00000000"
"6828","YCM2149114F1170","アムバロ配合錠「サワイ」","","","","","","1","00000000","00000000"
"6829","YCM2149114F1188","アムバロ配合錠「サンド」","","","","","","1","00000000","00000000"
"6830","YCM2149114F1196","アムバロ配合錠「タナベ」","","","","","","1","00000000","20240331"
"6831","YCM2149114F1200","アムバロ配合錠「テバ」","","","","","","1","00000000","20230930"
"6832","YCM2149114F1218","アムバロ配合錠「トーワ」","","","","","","1","00000000","00000000"
"6833","YCM2149114F1226","アムバロ配合錠「日医工」","","","","","","1","00000000","20240331"
"6834","YCM2149114F1234","アムバロ配合錠「日新」","","","","","","1","00000000","00000000"
"6835","YCM2149114F1242","アムバロ配合錠「ニットー」","","","","","","1","00000000","20230331"
"6836","YCM2149114F1250","アムバロ配合錠「ニプロ」","","","","","","1","00000000","20230331"
"6837","YCM2149114F1269","アムバロ配合錠「ファイザー」","","","","","","1","00000000","20230331"
"6838","YCM2149114F1277","アムバロ配合錠「ＶＴＲＳ」","","","","","","1","00000000","20240331"
"6839","YCM2149114F1285","アムバロ配合錠「ＮＩＧ」","","","","","","1","00000000","00000000"
"6840","YCM2149114F2010","バルサルタン・アムロジピンベシル酸塩口腔内崩壊錠","","","","","","1","00000000","20240331"
"6841","YCM2149114F2028","エックスフォージ配合ＯＤ錠","","","","","","1","00000000","00000000"
"6842","YCM2149114F2036","アムバロ配合ＯＤ錠「ＴＣＫ」","","","","","","1","00000000","20240331"
"6843","YCM2149114F2044","アムバロ配合ＯＤ錠「日医工」","","","","","","1","00000000","00000000"
"6844","YCM2149114F2052","アムバロ配合ＯＤ錠「ファイザー」","","","","","","1","00000000","20240331"
"6845","YCM2149114F2060","アムバロ配合ＯＤ錠「トーワ」","","","","","","1","00000000","00000000"
"6846","YCM2149115F1026","レザルタス配合錠ＬＤ","","","","","","1","00000000","00000000"
"6847","YCM2149115F2022","レザルタス配合錠ＨＤ","","","","","","1","00000000","00000000"
"6848","YCM2149116F1020","ユニシア配合錠ＬＤ","","","","","","1","00000000","00000000"
"6849","YCM2149116F1039","カムシア配合錠ＬＤ「あすか」","","","","","","1","00000000","00000000"
"6850","YCM2149116F1047","カムシア配合錠ＬＤ「サンド」","","","","","","1","00000000","00000000"
"6851","YCM2149116F1055","カムシア配合錠ＬＤ「ニプロ」","","","","","","1","00000000","00000000"
"6852","YCM2149116F1063","カムシア配合錠ＬＤ「武田テバ」","","","","","","1","00000000","20240930"
"6853","YCM2149116F1071","カムシア配合錠ＬＤ「日新」","","","","","","1","00000000","00000000"
"6854","YCM2149116F1080","カムシア配合錠ＬＤ「トーワ」","","","","","","1","00000000","00000000"
"6855","YCM2149116F1098","カムシア配合錠ＬＤ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6856","YCM2149116F2027","ユニシア配合錠ＨＤ","","","","","","1","00000000","00000000"
"6857","YCM2149116F2035","カムシア配合錠ＨＤ「あすか」","","","","","","1","00000000","00000000"
"6858","YCM2149116F2043","カムシア配合錠ＨＤ「サンド」","","","","","","1","00000000","00000000"
"6859","YCM2149116F2051","カムシア配合錠ＨＤ「ニプロ」","","","","","","1","00000000","00000000"
"6860","YCM2149116F2060","カムシア配合錠ＨＤ「武田テバ」","","","","","","1","00000000","20240930"
"6861","YCM2149116F2078","カムシア配合錠ＨＤ「日新」","","","","","","1","00000000","00000000"
"6862","YCM2149116F2086","カムシア配合錠ＨＤ「トーワ」","","","","","","1","00000000","00000000"
"6863","YCM2149116F2094","カムシア配合錠ＨＤ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6864","YCM2149117F1017","テルミサルタン・アムロジピンベシル酸塩ＡＰ錠","","","","","","1","00000000","00000000"
"6865","YCM2149117F1025","ミカムロ配合錠ＡＰ","","","","","","1","00000000","00000000"
"6866","YCM2149117F1033","テラムロ配合錠ＡＰ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6867","YCM2149117F1041","テラムロ配合錠ＡＰ「ＥＥ」","","","","","","1","00000000","00000000"
"6868","YCM2149117F1050","テラムロ配合錠ＡＰ「サワイ」","","","","","","1","00000000","00000000"
"6869","YCM2149117F1068","テラムロ配合錠ＡＰ「武田テバ」","","","","","","1","00000000","20230331"
"6870","YCM2149117F1076","テラムロ配合錠ＡＰ「トーワ」","","","","","","1","00000000","00000000"
"6871","YCM2149117F1084","テラムロ配合錠ＡＰ「日医工」","","","","","","1","00000000","00000000"
"6872","YCM2149117F1092","テラムロ配合錠ＡＰ「ニプロ」","","","","","","1","00000000","00000000"
"6873","YCM2149117F1106","テラムロ配合錠ＡＰ「ＪＧ」","","","","","","1","00000000","00000000"
"6874","YCM2149117F1114","テラムロ配合錠ＡＰ「ＮＩＧ」","","","","","","1","00000000","00000000"
"6875","YCM2149117F2013","テルミサルタン・アムロジピンベシル酸塩ＢＰ錠","","","","","","1","00000000","00000000"
"6876","YCM2149117F2021","ミカムロ配合錠ＢＰ","","","","","","1","00000000","00000000"
"6877","YCM2149117F2030","テラムロ配合錠ＢＰ「ＤＳＥＰ」","","","","","","1","00000000","00000000"
"6878","YCM2149117F2048","テラムロ配合錠ＢＰ「ＥＥ」","","","","","","1","00000000","00000000"
"6879","YCM2149117F2056","テラムロ配合錠ＢＰ「サワイ」","","","","","","1","00000000","00000000"
"6880","YCM2149117F2064","テラムロ配合錠ＢＰ「武田テバ」","","","","","","1","00000000","20230331"
